actual_name,predicted_name,is_correct,predicted_image_path,known_image_path,distance
Ahmed_Chalabi,Ahmed_Chalabi,True,../known_faces\Ahmed_Chalabi\Ahmed_Chalabi_0002.jpg,../unknown_faces\Ahmed_Chalabi_0003.jpg,0.28711509704589844
Ahmed_Chalabi,Ahmed_Chalabi,True,../known_faces\Ahmed_Chalabi\Ahmed_Chalabi_0001.jpg,../unknown_faces\Ahmed_Chalabi_0004.jpg,0.26722195744514465
Ahmed_Chalabi,Ahmed_Chalabi,True,../known_faces\Ahmed_Chalabi\Ahmed_Chalabi_0001.jpg,../unknown_faces\Ahmed_Chalabi_0005.jpg,0.26357197761535645
Ahmet_Necdet_Sezer,Ahmet_Necdet_Sezer,True,../known_faces\Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.jpg,../unknown_faces\Ahmet_Necdet_Sezer_0002.jpg,0.3623698353767395
Aicha_El_Ouafi,Aicha_El_Ouafi,True,../known_faces\Aicha_El_Ouafi\Aicha_El_Ouafi_0001.jpg,../unknown_faces\Aicha_El_Ouafi_0002.jpg,0.29814550280570984
Aicha_El_Ouafi,Aicha_El_Ouafi,True,../known_faces\Aicha_El_Ouafi\Aicha_El_Ouafi_0001.jpg,../unknown_faces\Aicha_El_Ouafi_0003.jpg,0.44580078125
Aitor_Gonzalez,Aitor_Gonzalez,True,../known_faces\Aitor_Gonzalez\Aitor_Gonzalez_0001.jpg,../unknown_faces\Aitor_Gonzalez_0002.jpg,
Ai_Sugiyama,Ai_Sugiyama,True,../known_faces\Ai_Sugiyama\Ai_Sugiyama_0002.jpg,../unknown_faces\Ai_Sugiyama_0003.jpg,0.18683525919914246
Ai_Sugiyama,Ai_Sugiyama,True,../known_faces\Ai_Sugiyama\Ai_Sugiyama_0002.jpg,../unknown_faces\Ai_Sugiyama_0004.jpg,0.3616979122161865
Ai_Sugiyama,Ai_Sugiyama,True,../known_faces\Ai_Sugiyama\Ai_Sugiyama_0002.jpg,../unknown_faces\Ai_Sugiyama_0005.jpg,0.424334853887558
Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani,True,../known_faces\Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.jpg,../unknown_faces\Akbar_Hashemi_Rafsanjani_0002.jpg,
Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani,True,../known_faces\Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.jpg,../unknown_faces\Akbar_Hashemi_Rafsanjani_0003.jpg,
Akhmed_Zakayev,Akhmed_Zakayev,True,../known_faces\Akhmed_Zakayev\Akhmed_Zakayev_0001.jpg,../unknown_faces\Akhmed_Zakayev_0002.jpg,0.34448009729385376
Akhmed_Zakayev,Akhmed_Zakayev,True,../known_faces\Akhmed_Zakayev\Akhmed_Zakayev_0001.jpg,../unknown_faces\Akhmed_Zakayev_0003.jpg,0.2584345042705536
Alan_Ball,Alan_Ball,True,../known_faces\Alan_Ball\Alan_Ball_0001.jpg,../unknown_faces\Alan_Ball_0002.jpg,0.10086972266435623
Alan_Greenspan,Alan_Greenspan,True,../known_faces\Alan_Greenspan\Alan_Greenspan_0002.jpg,../unknown_faces\Alan_Greenspan_0003.jpg,0.35754215717315674
Alan_Greenspan,Alan_Greenspan,True,../known_faces\Alan_Greenspan\Alan_Greenspan_0001.jpg,../unknown_faces\Alan_Greenspan_0004.jpg,0.2592882812023163
Alan_Greenspan,Alan_Greenspan,True,../known_faces\Alan_Greenspan\Alan_Greenspan_0001.jpg,../unknown_faces\Alan_Greenspan_0005.jpg,0.2966180443763733
Alan_Mulally,Alan_Mulally,True,../known_faces\Alan_Mulally\Alan_Mulally_0001.jpg,../unknown_faces\Alan_Mulally_0002.jpg,0.4217819571495056
Alastair_Campbell,Alastair_Campbell,True,../known_faces\Alastair_Campbell\Alastair_Campbell_0001.jpg,../unknown_faces\Alastair_Campbell_0003.jpg,0.4269723892211914
Alastair_Campbell,Alastair_Campbell,True,../known_faces\Alastair_Campbell\Alastair_Campbell_0002.jpg,../unknown_faces\Alastair_Campbell_0004.jpg,0.3986418545246124
Alastair_Campbell,Alastair_Campbell,True,../known_faces\Alastair_Campbell\Alastair_Campbell_0002.jpg,../unknown_faces\Alastair_Campbell_0005.jpg,0.47885459661483765
Alberto_Fujimori,Alberto_Fujimori,True,../known_faces\Alberto_Fujimori\Alberto_Fujimori_0001.jpg,../unknown_faces\Alberto_Fujimori_0002.jpg,0.3288632035255432
Alberto_Ruiz_Gallardon,Alberto_Ruiz_Gallardon,True,../known_faces\Alberto_Ruiz_Gallardon\Alberto_Ruiz_Gallardon_0001.jpg,../unknown_faces\Alberto_Ruiz_Gallardon_0002.jpg,0.4921015501022339
Albert_Costa,Albert_Costa,True,../known_faces\Albert_Costa\Albert_Costa_0002.jpg,../unknown_faces\Albert_Costa_0004.jpg,0.40529417991638184
Albert_Costa,Albert_Costa,True,../known_faces\Albert_Costa\Albert_Costa_0001.jpg,../unknown_faces\Albert_Costa_0005.jpg,0.3897095322608948
Albert_Costa,Albert_Costa,True,../known_faces\Albert_Costa\Albert_Costa_0002.jpg,../unknown_faces\Albert_Costa_0006.jpg,0.2316202074289322
Albrecht_Mentz,Albrecht_Mentz,True,../known_faces\Albrecht_Mentz\Albrecht_Mentz_0001.jpg,../unknown_faces\Albrecht_Mentz_0002.jpg,0.1589628905057907
Aldo_Paredes,Aldo_Paredes,True,../known_faces\Aldo_Paredes\Aldo_Paredes_0001.jpg,../unknown_faces\Aldo_Paredes_0002.jpg,
Alec_Baldwin,Alec_Baldwin,True,../known_faces\Alec_Baldwin\Alec_Baldwin_0002.jpg,../unknown_faces\Alec_Baldwin_0003.jpg,
Alec_Baldwin,Alec_Baldwin,True,../known_faces\Alec_Baldwin\Alec_Baldwin_0001.jpg,../unknown_faces\Alec_Baldwin_0004.jpg,0.4060572683811188
Alejandro_Atchugarry,Alejandro_Atchugarry,True,../known_faces\Alejandro_Atchugarry\Alejandro_Atchugarry_0001.jpg,../unknown_faces\Alejandro_Atchugarry_0002.jpg,0.3555651605129242
Alejandro_Avila,Alejandro_Avila,True,../known_faces\Alejandro_Avila\Alejandro_Avila_0001.jpg,../unknown_faces\Alejandro_Avila_0002.jpg,
Alejandro_Avila,Mike_Miller,False,../known_faces\Mike_Miller\Mike_Miller_0001.jpg,../unknown_faces\Alejandro_Avila_0003.jpg,
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0007.jpg,../unknown_faces\Alejandro_Toledo_0020.jpg,0.2234581708908081
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0017.jpg,../unknown_faces\Alejandro_Toledo_0021.jpg,0.27220362424850464
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0001.jpg,../unknown_faces\Alejandro_Toledo_0022.jpg,0.23888254165649414
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0007.jpg,../unknown_faces\Alejandro_Toledo_0023.jpg,0.2818213701248169
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0013.jpg,../unknown_faces\Alejandro_Toledo_0024.jpg,0.26100945472717285
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0007.jpg,../unknown_faces\Alejandro_Toledo_0025.jpg,0.24202387034893036
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0008.jpg,../unknown_faces\Alejandro_Toledo_0026.jpg,0.40164509415626526
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0008.jpg,../unknown_faces\Alejandro_Toledo_0027.jpg,0.2276660054922104
Alejandro_Toledo,Pierre_Pettigrew,False,../known_faces\Pierre_Pettigrew\Pierre_Pettigrew_0001.jpg,../unknown_faces\Alejandro_Toledo_0028.jpg,
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0006.jpg,../unknown_faces\Alejandro_Toledo_0029.jpg,0.2745314836502075
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0002.jpg,../unknown_faces\Alejandro_Toledo_0030.jpg,0.21687254309654236
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0006.jpg,../unknown_faces\Alejandro_Toledo_0031.jpg,0.4878220856189728
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0009.jpg,../unknown_faces\Alejandro_Toledo_0032.jpg,0.32813191413879395
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0016.jpg,../unknown_faces\Alejandro_Toledo_0033.jpg,0.2874090373516083
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0002.jpg,../unknown_faces\Alejandro_Toledo_0034.jpg,0.13266818225383759
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0013.jpg,../unknown_faces\Alejandro_Toledo_0035.jpg,0.43928053975105286
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0001.jpg,../unknown_faces\Alejandro_Toledo_0036.jpg,0.3117475211620331
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0005.jpg,../unknown_faces\Alejandro_Toledo_0037.jpg,0.2918644845485687
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0013.jpg,../unknown_faces\Alejandro_Toledo_0038.jpg,0.2767467498779297
Alejandro_Toledo,Mario_Dumont,False,../known_faces\Mario_Dumont\Mario_Dumont_0001.jpg,../unknown_faces\Alejandro_Toledo_0039.jpg,
Aleksander_Kwasniewski,Aleksander_Kwasniewski,True,../known_faces\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0002.jpg,../unknown_faces\Aleksander_Kwasniewski_0003.jpg,
Aleksander_Kwasniewski,Aleksander_Kwasniewski,True,../known_faces\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0002.jpg,../unknown_faces\Aleksander_Kwasniewski_0004.jpg,0.4760246276855469
Alexander_Downer,Alexander_Downer,True,../known_faces\Alexander_Downer\Alexander_Downer_0001.jpg,../unknown_faces\Alexander_Downer_0003.jpg,0.3917847275733948
Alexander_Downer,Alexander_Downer,True,../known_faces\Alexander_Downer\Alexander_Downer_0001.jpg,../unknown_faces\Alexander_Downer_0004.jpg,0.29953503608703613
Alexander_Losyukov,Alexander_Losyukov,True,../known_faces\Alexander_Losyukov\Alexander_Losyukov_0002.jpg,../unknown_faces\Alexander_Losyukov_0003.jpg,
Alexander_Losyukov,Alexander_Losyukov,True,../known_faces\Alexander_Losyukov\Alexander_Losyukov_0002.jpg,../unknown_faces\Alexander_Losyukov_0004.jpg,
Alexander_Rumyantsev,Alexander_Rumyantsev,True,../known_faces\Alexander_Rumyantsev\Alexander_Rumyantsev_0001.jpg,../unknown_faces\Alexander_Rumyantsev_0002.jpg,0.24121753871440887
Alexandra_Stevenson,Alexandra_Stevenson,True,../known_faces\Alexandra_Stevenson\Alexandra_Stevenson_0001.jpg,../unknown_faces\Alexandra_Stevenson_0002.jpg,0.45465928316116333
Alexandra_Stevenson,Alexandra_Stevenson,True,../known_faces\Alexandra_Stevenson\Alexandra_Stevenson_0001.jpg,../unknown_faces\Alexandra_Stevenson_0003.jpg,0.4745405316352844
Alexandra_Vodjanikova,Alexandra_Vodjanikova,True,../known_faces\Alexandra_Vodjanikova\Alexandra_Vodjanikova_0001.jpg,../unknown_faces\Alexandra_Vodjanikova_0002.jpg,
Alex_Barros,Juan_Pablo_Montoya,False,../known_faces\Juan_Pablo_Montoya\Juan_Pablo_Montoya_0001.jpg,../unknown_faces\Alex_Barros_0002.jpg,
Alex_Penelas,Alex_Penelas,True,../known_faces\Alex_Penelas\Alex_Penelas_0001.jpg,../unknown_faces\Alex_Penelas_0002.jpg,0.327350914478302
Alex_Sink,Clare_Short,False,../known_faces\Clare_Short\Clare_Short_0001.jpg,../unknown_faces\Alex_Sink_0002.jpg,
Alex_Sink,Kathleen_Kennedy_Townsend,False,../known_faces\Kathleen_Kennedy_Townsend\Kathleen_Kennedy_Townsend_0002.jpg,../unknown_faces\Alex_Sink_0003.jpg,
Alice_Fisher,Alice_Fisher,True,../known_faces\Alice_Fisher\Alice_Fisher_0001.jpg,../unknown_faces\Alice_Fisher_0002.jpg,0.17546416819095612
Alicia_Silverstone,Alicia_Silverstone,True,../known_faces\Alicia_Silverstone\Alicia_Silverstone_0001.jpg,../unknown_faces\Alicia_Silverstone_0002.jpg,
Alimzhan_Tokhtakhounov,Alimzhan_Tokhtakhounov,True,../known_faces\Alimzhan_Tokhtakhounov\Alimzhan_Tokhtakhounov_0001.jpg,../unknown_faces\Alimzhan_Tokhtakhounov_0002.jpg,0.203504741191864
Alison_Lohman,Alison_Lohman,True,../known_faces\Alison_Lohman\Alison_Lohman_0001.jpg,../unknown_faces\Alison_Lohman_0002.jpg,
Ali_Abbas,Ali_Abbas,True,../known_faces\Ali_Abbas\Ali_Abbas_0001.jpg,../unknown_faces\Ali_Abbas_0002.jpg,0.27228114008903503
Ali_Khamenei,Ali_Khamenei,True,../known_faces\Ali_Khamenei\Ali_Khamenei_0001.jpg,../unknown_faces\Ali_Khamenei_0002.jpg,0.20094434916973114
Ali_Khamenei,Ali_Khamenei,True,../known_faces\Ali_Khamenei\Ali_Khamenei_0001.jpg,../unknown_faces\Ali_Khamenei_0003.jpg,0.1815735399723053
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0002.jpg,../unknown_faces\Ali_Naimi_0005.jpg,0.3886010944843292
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0002.jpg,../unknown_faces\Ali_Naimi_0006.jpg,0.2860475480556488
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0002.jpg,../unknown_faces\Ali_Naimi_0007.jpg,0.34336990118026733
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0004.jpg,../unknown_faces\Ali_Naimi_0008.jpg,0.358484148979187
Allen_Iverson,Allen_Iverson,True,../known_faces\Allen_Iverson\Allen_Iverson_0001.jpg,../unknown_faces\Allen_Iverson_0002.jpg,0.3204740285873413
Allison_Janney,Allison_Janney,True,../known_faces\Allison_Janney\Allison_Janney_0001.jpg,../unknown_faces\Allison_Janney_0002.jpg,
Allyson_Felix,Allyson_Felix,True,../known_faces\Allyson_Felix\Allyson_Felix_0002.jpg,../unknown_faces\Allyson_Felix_0003.jpg,0.3688979744911194
Allyson_Felix,Allyson_Felix,True,../known_faces\Allyson_Felix\Allyson_Felix_0002.jpg,../unknown_faces\Allyson_Felix_0004.jpg,0.40610378980636597
Allyson_Felix,Allyson_Felix,True,../known_faces\Allyson_Felix\Allyson_Felix_0002.jpg,../unknown_faces\Allyson_Felix_0005.jpg,0.36454567313194275
Alvaro_Noboa,Alvaro_Noboa,True,../known_faces\Alvaro_Noboa\Alvaro_Noboa_0001.jpg,../unknown_faces\Alvaro_Noboa_0002.jpg,
Alvaro_Noboa,Alvaro_Noboa,True,../known_faces\Alvaro_Noboa\Alvaro_Noboa_0001.jpg,../unknown_faces\Alvaro_Noboa_0003.jpg,0.49043214321136475
Alvaro_Silva_Calderon,Alvaro_Silva_Calderon,True,../known_faces\Alvaro_Silva_Calderon\Alvaro_Silva_Calderon_0002.jpg,../unknown_faces\Alvaro_Silva_Calderon_0003.jpg,
Alvaro_Silva_Calderon,Alvaro_Silva_Calderon,True,../known_faces\Alvaro_Silva_Calderon\Alvaro_Silva_Calderon_0001.jpg,../unknown_faces\Alvaro_Silva_Calderon_0004.jpg,
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0018.jpg,
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0017.jpg,../unknown_faces\Alvaro_Uribe_0019.jpg,0.45958930253982544
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0005.jpg,../unknown_faces\Alvaro_Uribe_0020.jpg,0.31558912992477417
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0010.jpg,../unknown_faces\Alvaro_Uribe_0021.jpg,0.313729465007782
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0005.jpg,../unknown_faces\Alvaro_Uribe_0022.jpg,0.43404272198677063
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0016.jpg,../unknown_faces\Alvaro_Uribe_0023.jpg,0.2600211501121521
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0011.jpg,../unknown_faces\Alvaro_Uribe_0024.jpg,0.27714937925338745
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0025.jpg,
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0011.jpg,../unknown_faces\Alvaro_Uribe_0026.jpg,0.31485530734062195
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0014.jpg,../unknown_faces\Alvaro_Uribe_0027.jpg,
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0014.jpg,../unknown_faces\Alvaro_Uribe_0028.jpg,0.48040056228637695
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0029.jpg,
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0030.jpg,
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0017.jpg,../unknown_faces\Alvaro_Uribe_0031.jpg,0.4762893319129944
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0010.jpg,../unknown_faces\Alvaro_Uribe_0032.jpg,0.30326008796691895
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0033.jpg,0.41425296664237976
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0013.jpg,../unknown_faces\Alvaro_Uribe_0034.jpg,0.44732069969177246
Alvaro_Uribe,Paradorn_Srichaphan,False,../known_faces\Paradorn_Srichaphan\Paradorn_Srichaphan_0004.jpg,../unknown_faces\Alvaro_Uribe_0035.jpg,
Al_Davis,Al_Davis,True,../known_faces\Al_Davis\Al_Davis_0001.jpg,../unknown_faces\Al_Davis_0002.jpg,
Al_Gore,Al_Gore,True,../known_faces\Al_Gore\Al_Gore_0004.jpg,../unknown_faces\Al_Gore_0005.jpg,0.3367028832435608
Al_Gore,Al_Gore,True,../known_faces\Al_Gore\Al_Gore_0003.jpg,../unknown_faces\Al_Gore_0006.jpg,0.41964465379714966
