actual_name,predicted_name,is_correct,predicted_image_path,known_image_path
Abdullah_Gul,Abdullah_Gul,True,../known_faces\Abdullah_Gul\Abdullah_Gul_0007.jpg,../unknown_faces\Abdullah_Gul_0012.jpg
Abdullah_Gul,Abdullah_Gul,True,../known_faces\Abdullah_Gul\Abdullah_Gul_0007.jpg,../unknown_faces\Abdullah_Gul_0013.jpg
Abdullah_Gul,Abdullah_Gul,True,../known_faces\Abdullah_Gul\Abdullah_Gul_0008.jpg,../unknown_faces\Abdullah_Gul_0014.jpg
Abdullah_Gul,Abdullah_Gul,True,../known_faces\Abdullah_Gul\Abdullah_Gul_0007.jpg,../unknown_faces\Abdullah_Gul_0015.jpg
Abdullah_Gul,Recep_Tayyip_Erdogan,False,../known_faces\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0004.jpg,../unknown_faces\Abdullah_Gul_0016.jpg
Abdullah_Gul,Abdullah_Gul,True,../known_faces\Abdullah_Gul\Abdullah_Gul_0001.jpg,../unknown_faces\Abdullah_Gul_0017.jpg
Abdullah_Gul,Abdullah_Gul,True,../known_faces\Abdullah_Gul\Abdullah_Gul_0007.jpg,../unknown_faces\Abdullah_Gul_0018.jpg
Abdullah_Gul,Recep_Tayyip_Erdogan,False,../known_faces\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0004.jpg,../unknown_faces\Abdullah_Gul_0019.jpg
Abdullatif_Sener,Abdullatif_Sener,True,../known_faces\Abdullatif_Sener\Abdullatif_Sener_0001.jpg,../unknown_faces\Abdullatif_Sener_0002.jpg
Abel_Pacheco,Abel_Pacheco,True,../known_faces\Abel_Pacheco\Abel_Pacheco_0002.jpg,../unknown_faces\Abel_Pacheco_0003.jpg
Abel_Pacheco,Abel_Pacheco,True,../known_faces\Abel_Pacheco\Abel_Pacheco_0002.jpg,../unknown_faces\Abel_Pacheco_0004.jpg
Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti,True,../known_faces\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,../unknown_faces\Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg
Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti,True,../known_faces\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,../unknown_faces\Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg
Adam_Sandler,Adam_Sandler,True,../known_faces\Adam_Sandler\Adam_Sandler_0002.jpg,../unknown_faces\Adam_Sandler_0003.jpg
Adam_Sandler,Adam_Sandler,True,../known_faces\Adam_Sandler\Adam_Sandler_0002.jpg,../unknown_faces\Adam_Sandler_0004.jpg
Adam_Scott,Marat_Safin,False,../known_faces\Marat_Safin\Marat_Safin_0001.jpg,../unknown_faces\Adam_Scott_0002.jpg
Adel_Al-Jubeir,Adel_Al-Jubeir,True,../known_faces\Adel_Al-Jubeir\Adel_Al-Jubeir_0001.jpg,../unknown_faces\Adel_Al-Jubeir_0002.jpg
Adel_Al-Jubeir,Adel_Al-Jubeir,True,../known_faces\Adel_Al-Jubeir\Adel_Al-Jubeir_0001.jpg,../unknown_faces\Adel_Al-Jubeir_0003.jpg
Adolfo_Aguilar_Zinser,Adolfo_Aguilar_Zinser,True,../known_faces\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.jpg,../unknown_faces\Adolfo_Aguilar_Zinser_0002.jpg
Adolfo_Aguilar_Zinser,Adolfo_Aguilar_Zinser,True,../known_faces\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.jpg,../unknown_faces\Adolfo_Aguilar_Zinser_0003.jpg
Adolfo_Rodriguez_Saa,Adolfo_Rodriguez_Saa,True,../known_faces\Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.jpg,../unknown_faces\Adolfo_Rodriguez_Saa_0002.jpg
Adrian_McPherson,Adrian_McPherson,True,../known_faces\Adrian_McPherson\Adrian_McPherson_0001.jpg,../unknown_faces\Adrian_McPherson_0002.jpg
Adrian_Nastase,Adrian_Nastase,True,../known_faces\Adrian_Nastase\Adrian_Nastase_0001.jpg,../unknown_faces\Adrian_Nastase_0002.jpg
Adrien_Brody,Adrien_Brody,True,../known_faces\Adrien_Brody\Adrien_Brody_0005.jpg,../unknown_faces\Adrien_Brody_0007.jpg
Adrien_Brody,Adrien_Brody,True,../known_faces\Adrien_Brody\Adrien_Brody_0004.jpg,../unknown_faces\Adrien_Brody_0008.jpg
Adrien_Brody,Adrien_Brody,True,../known_faces\Adrien_Brody\Adrien_Brody_0001.jpg,../unknown_faces\Adrien_Brody_0009.jpg
Adrien_Brody,Adrien_Brody,True,../known_faces\Adrien_Brody\Adrien_Brody_0001.jpg,../unknown_faces\Adrien_Brody_0010.jpg
Adrien_Brody,Adrien_Brody,True,../known_faces\Adrien_Brody\Adrien_Brody_0001.jpg,../unknown_faces\Adrien_Brody_0011.jpg
Adrien_Brody,Adrien_Brody,True,../known_faces\Adrien_Brody\Adrien_Brody_0006.jpg,../unknown_faces\Adrien_Brody_0012.jpg
Ahmad_Masood,Ahmad_Masood,True,../known_faces\Ahmad_Masood\Ahmad_Masood_0001.jpg,../unknown_faces\Ahmad_Masood_0002.jpg
Ahmed_Chalabi,Ahmed_Chalabi,True,../known_faces\Ahmed_Chalabi\Ahmed_Chalabi_0002.jpg,../unknown_faces\Ahmed_Chalabi_0003.jpg
Ahmed_Chalabi,Ahmed_Chalabi,True,../known_faces\Ahmed_Chalabi\Ahmed_Chalabi_0001.jpg,../unknown_faces\Ahmed_Chalabi_0004.jpg
Ahmed_Chalabi,Ahmed_Chalabi,True,../known_faces\Ahmed_Chalabi\Ahmed_Chalabi_0001.jpg,../unknown_faces\Ahmed_Chalabi_0005.jpg
Ahmet_Necdet_Sezer,Ahmet_Necdet_Sezer,True,../known_faces\Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.jpg,../unknown_faces\Ahmet_Necdet_Sezer_0002.jpg
Aicha_El_Ouafi,Aicha_El_Ouafi,True,../known_faces\Aicha_El_Ouafi\Aicha_El_Ouafi_0001.jpg,../unknown_faces\Aicha_El_Ouafi_0002.jpg
Aicha_El_Ouafi,Aicha_El_Ouafi,True,../known_faces\Aicha_El_Ouafi\Aicha_El_Ouafi_0001.jpg,../unknown_faces\Aicha_El_Ouafi_0003.jpg
Aitor_Gonzalez,Aitor_Gonzalez,True,../known_faces\Aitor_Gonzalez\Aitor_Gonzalez_0001.jpg,../unknown_faces\Aitor_Gonzalez_0002.jpg
Ai_Sugiyama,Ai_Sugiyama,True,../known_faces\Ai_Sugiyama\Ai_Sugiyama_0002.jpg,../unknown_faces\Ai_Sugiyama_0003.jpg
Ai_Sugiyama,Ai_Sugiyama,True,../known_faces\Ai_Sugiyama\Ai_Sugiyama_0002.jpg,../unknown_faces\Ai_Sugiyama_0004.jpg
Ai_Sugiyama,Ai_Sugiyama,True,../known_faces\Ai_Sugiyama\Ai_Sugiyama_0002.jpg,../unknown_faces\Ai_Sugiyama_0005.jpg
Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani,True,../known_faces\Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.jpg,../unknown_faces\Akbar_Hashemi_Rafsanjani_0002.jpg
Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani,True,../known_faces\Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.jpg,../unknown_faces\Akbar_Hashemi_Rafsanjani_0003.jpg
Akhmed_Zakayev,Akhmed_Zakayev,True,../known_faces\Akhmed_Zakayev\Akhmed_Zakayev_0001.jpg,../unknown_faces\Akhmed_Zakayev_0002.jpg
Akhmed_Zakayev,Akhmed_Zakayev,True,../known_faces\Akhmed_Zakayev\Akhmed_Zakayev_0001.jpg,../unknown_faces\Akhmed_Zakayev_0003.jpg
Alan_Ball,Alan_Ball,True,../known_faces\Alan_Ball\Alan_Ball_0001.jpg,../unknown_faces\Alan_Ball_0002.jpg
Alan_Greenspan,Alan_Greenspan,True,../known_faces\Alan_Greenspan\Alan_Greenspan_0002.jpg,../unknown_faces\Alan_Greenspan_0003.jpg
Alan_Greenspan,Alan_Greenspan,True,../known_faces\Alan_Greenspan\Alan_Greenspan_0001.jpg,../unknown_faces\Alan_Greenspan_0004.jpg
Alan_Greenspan,Alan_Greenspan,True,../known_faces\Alan_Greenspan\Alan_Greenspan_0001.jpg,../unknown_faces\Alan_Greenspan_0005.jpg
Alan_Mulally,Alan_Mulally,True,../known_faces\Alan_Mulally\Alan_Mulally_0001.jpg,../unknown_faces\Alan_Mulally_0002.jpg
Alastair_Campbell,Alastair_Campbell,True,../known_faces\Alastair_Campbell\Alastair_Campbell_0001.jpg,../unknown_faces\Alastair_Campbell_0003.jpg
Alastair_Campbell,Alastair_Campbell,True,../known_faces\Alastair_Campbell\Alastair_Campbell_0002.jpg,../unknown_faces\Alastair_Campbell_0004.jpg
Alastair_Campbell,Alastair_Campbell,True,../known_faces\Alastair_Campbell\Alastair_Campbell_0002.jpg,../unknown_faces\Alastair_Campbell_0005.jpg
Alberto_Fujimori,Alberto_Fujimori,True,../known_faces\Alberto_Fujimori\Alberto_Fujimori_0001.jpg,../unknown_faces\Alberto_Fujimori_0002.jpg
Alberto_Ruiz_Gallardon,Alberto_Ruiz_Gallardon,True,../known_faces\Alberto_Ruiz_Gallardon\Alberto_Ruiz_Gallardon_0001.jpg,../unknown_faces\Alberto_Ruiz_Gallardon_0002.jpg
Albert_Costa,Albert_Costa,True,../known_faces\Albert_Costa\Albert_Costa_0002.jpg,../unknown_faces\Albert_Costa_0004.jpg
Albert_Costa,Albert_Costa,True,../known_faces\Albert_Costa\Albert_Costa_0001.jpg,../unknown_faces\Albert_Costa_0005.jpg
Albert_Costa,Albert_Costa,True,../known_faces\Albert_Costa\Albert_Costa_0002.jpg,../unknown_faces\Albert_Costa_0006.jpg
Albrecht_Mentz,Albrecht_Mentz,True,../known_faces\Albrecht_Mentz\Albrecht_Mentz_0001.jpg,../unknown_faces\Albrecht_Mentz_0002.jpg
Aldo_Paredes,Aldo_Paredes,True,../known_faces\Aldo_Paredes\Aldo_Paredes_0001.jpg,../unknown_faces\Aldo_Paredes_0002.jpg
Alec_Baldwin,Alec_Baldwin,True,../known_faces\Alec_Baldwin\Alec_Baldwin_0002.jpg,../unknown_faces\Alec_Baldwin_0003.jpg
Alec_Baldwin,Alec_Baldwin,True,../known_faces\Alec_Baldwin\Alec_Baldwin_0001.jpg,../unknown_faces\Alec_Baldwin_0004.jpg
Alejandro_Atchugarry,Alejandro_Atchugarry,True,../known_faces\Alejandro_Atchugarry\Alejandro_Atchugarry_0001.jpg,../unknown_faces\Alejandro_Atchugarry_0002.jpg
Alejandro_Avila,Alejandro_Avila,True,../known_faces\Alejandro_Avila\Alejandro_Avila_0001.jpg,../unknown_faces\Alejandro_Avila_0002.jpg
Alejandro_Avila,Mike_Miller,False,../known_faces\Mike_Miller\Mike_Miller_0001.jpg,../unknown_faces\Alejandro_Avila_0003.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0007.jpg,../unknown_faces\Alejandro_Toledo_0020.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0017.jpg,../unknown_faces\Alejandro_Toledo_0021.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0001.jpg,../unknown_faces\Alejandro_Toledo_0022.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0007.jpg,../unknown_faces\Alejandro_Toledo_0023.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0013.jpg,../unknown_faces\Alejandro_Toledo_0024.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0007.jpg,../unknown_faces\Alejandro_Toledo_0025.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0008.jpg,../unknown_faces\Alejandro_Toledo_0026.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0008.jpg,../unknown_faces\Alejandro_Toledo_0027.jpg
Alejandro_Toledo,Pierre_Pettigrew,False,../known_faces\Pierre_Pettigrew\Pierre_Pettigrew_0001.jpg,../unknown_faces\Alejandro_Toledo_0028.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0006.jpg,../unknown_faces\Alejandro_Toledo_0029.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0002.jpg,../unknown_faces\Alejandro_Toledo_0030.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0006.jpg,../unknown_faces\Alejandro_Toledo_0031.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0009.jpg,../unknown_faces\Alejandro_Toledo_0032.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0016.jpg,../unknown_faces\Alejandro_Toledo_0033.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0002.jpg,../unknown_faces\Alejandro_Toledo_0034.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0013.jpg,../unknown_faces\Alejandro_Toledo_0035.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0001.jpg,../unknown_faces\Alejandro_Toledo_0036.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0005.jpg,../unknown_faces\Alejandro_Toledo_0037.jpg
Alejandro_Toledo,Alejandro_Toledo,True,../known_faces\Alejandro_Toledo\Alejandro_Toledo_0013.jpg,../unknown_faces\Alejandro_Toledo_0038.jpg
Alejandro_Toledo,Mario_Dumont,False,../known_faces\Mario_Dumont\Mario_Dumont_0001.jpg,../unknown_faces\Alejandro_Toledo_0039.jpg
Aleksander_Kwasniewski,Aleksander_Kwasniewski,True,../known_faces\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0002.jpg,../unknown_faces\Aleksander_Kwasniewski_0003.jpg
Aleksander_Kwasniewski,Aleksander_Kwasniewski,True,../known_faces\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0002.jpg,../unknown_faces\Aleksander_Kwasniewski_0004.jpg
Alexander_Downer,Alexander_Downer,True,../known_faces\Alexander_Downer\Alexander_Downer_0001.jpg,../unknown_faces\Alexander_Downer_0003.jpg
Alexander_Downer,Alexander_Downer,True,../known_faces\Alexander_Downer\Alexander_Downer_0001.jpg,../unknown_faces\Alexander_Downer_0004.jpg
Alexander_Losyukov,Alexander_Losyukov,True,../known_faces\Alexander_Losyukov\Alexander_Losyukov_0002.jpg,../unknown_faces\Alexander_Losyukov_0003.jpg
Alexander_Losyukov,Alexander_Losyukov,True,../known_faces\Alexander_Losyukov\Alexander_Losyukov_0002.jpg,../unknown_faces\Alexander_Losyukov_0004.jpg
Alexander_Rumyantsev,Alexander_Rumyantsev,True,../known_faces\Alexander_Rumyantsev\Alexander_Rumyantsev_0001.jpg,../unknown_faces\Alexander_Rumyantsev_0002.jpg
Alexandra_Stevenson,Alexandra_Stevenson,True,../known_faces\Alexandra_Stevenson\Alexandra_Stevenson_0001.jpg,../unknown_faces\Alexandra_Stevenson_0002.jpg
Alexandra_Stevenson,Alexandra_Stevenson,True,../known_faces\Alexandra_Stevenson\Alexandra_Stevenson_0001.jpg,../unknown_faces\Alexandra_Stevenson_0003.jpg
Alexandra_Vodjanikova,Alexandra_Vodjanikova,True,../known_faces\Alexandra_Vodjanikova\Alexandra_Vodjanikova_0001.jpg,../unknown_faces\Alexandra_Vodjanikova_0002.jpg
Alex_Barros,Juan_Pablo_Montoya,False,../known_faces\Juan_Pablo_Montoya\Juan_Pablo_Montoya_0001.jpg,../unknown_faces\Alex_Barros_0002.jpg
Alex_Penelas,Alex_Penelas,True,../known_faces\Alex_Penelas\Alex_Penelas_0001.jpg,../unknown_faces\Alex_Penelas_0002.jpg
Alex_Sink,Clare_Short,False,../known_faces\Clare_Short\Clare_Short_0001.jpg,../unknown_faces\Alex_Sink_0002.jpg
Alex_Sink,Kathleen_Kennedy_Townsend,False,../known_faces\Kathleen_Kennedy_Townsend\Kathleen_Kennedy_Townsend_0002.jpg,../unknown_faces\Alex_Sink_0003.jpg
Alice_Fisher,Alice_Fisher,True,../known_faces\Alice_Fisher\Alice_Fisher_0001.jpg,../unknown_faces\Alice_Fisher_0002.jpg
Alicia_Silverstone,Alicia_Silverstone,True,../known_faces\Alicia_Silverstone\Alicia_Silverstone_0001.jpg,../unknown_faces\Alicia_Silverstone_0002.jpg
Alimzhan_Tokhtakhounov,Alimzhan_Tokhtakhounov,True,../known_faces\Alimzhan_Tokhtakhounov\Alimzhan_Tokhtakhounov_0001.jpg,../unknown_faces\Alimzhan_Tokhtakhounov_0002.jpg
Alison_Lohman,Alison_Lohman,True,../known_faces\Alison_Lohman\Alison_Lohman_0001.jpg,../unknown_faces\Alison_Lohman_0002.jpg
Ali_Abbas,Ali_Abbas,True,../known_faces\Ali_Abbas\Ali_Abbas_0001.jpg,../unknown_faces\Ali_Abbas_0002.jpg
Ali_Khamenei,Ali_Khamenei,True,../known_faces\Ali_Khamenei\Ali_Khamenei_0001.jpg,../unknown_faces\Ali_Khamenei_0002.jpg
Ali_Khamenei,Ali_Khamenei,True,../known_faces\Ali_Khamenei\Ali_Khamenei_0001.jpg,../unknown_faces\Ali_Khamenei_0003.jpg
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0002.jpg,../unknown_faces\Ali_Naimi_0005.jpg
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0002.jpg,../unknown_faces\Ali_Naimi_0006.jpg
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0002.jpg,../unknown_faces\Ali_Naimi_0007.jpg
Ali_Naimi,Ali_Naimi,True,../known_faces\Ali_Naimi\Ali_Naimi_0004.jpg,../unknown_faces\Ali_Naimi_0008.jpg
Allen_Iverson,Allen_Iverson,True,../known_faces\Allen_Iverson\Allen_Iverson_0001.jpg,../unknown_faces\Allen_Iverson_0002.jpg
Allison_Janney,Allison_Janney,True,../known_faces\Allison_Janney\Allison_Janney_0001.jpg,../unknown_faces\Allison_Janney_0002.jpg
Allyson_Felix,Allyson_Felix,True,../known_faces\Allyson_Felix\Allyson_Felix_0002.jpg,../unknown_faces\Allyson_Felix_0003.jpg
Allyson_Felix,Allyson_Felix,True,../known_faces\Allyson_Felix\Allyson_Felix_0002.jpg,../unknown_faces\Allyson_Felix_0004.jpg
Allyson_Felix,Allyson_Felix,True,../known_faces\Allyson_Felix\Allyson_Felix_0002.jpg,../unknown_faces\Allyson_Felix_0005.jpg
Alvaro_Noboa,Alvaro_Noboa,True,../known_faces\Alvaro_Noboa\Alvaro_Noboa_0001.jpg,../unknown_faces\Alvaro_Noboa_0002.jpg
Alvaro_Noboa,Alvaro_Noboa,True,../known_faces\Alvaro_Noboa\Alvaro_Noboa_0001.jpg,../unknown_faces\Alvaro_Noboa_0003.jpg
Alvaro_Silva_Calderon,Alvaro_Silva_Calderon,True,../known_faces\Alvaro_Silva_Calderon\Alvaro_Silva_Calderon_0002.jpg,../unknown_faces\Alvaro_Silva_Calderon_0003.jpg
Alvaro_Silva_Calderon,Alvaro_Silva_Calderon,True,../known_faces\Alvaro_Silva_Calderon\Alvaro_Silva_Calderon_0001.jpg,../unknown_faces\Alvaro_Silva_Calderon_0004.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0018.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0017.jpg,../unknown_faces\Alvaro_Uribe_0019.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0005.jpg,../unknown_faces\Alvaro_Uribe_0020.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0010.jpg,../unknown_faces\Alvaro_Uribe_0021.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0005.jpg,../unknown_faces\Alvaro_Uribe_0022.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0016.jpg,../unknown_faces\Alvaro_Uribe_0023.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0011.jpg,../unknown_faces\Alvaro_Uribe_0024.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0025.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0011.jpg,../unknown_faces\Alvaro_Uribe_0026.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0014.jpg,../unknown_faces\Alvaro_Uribe_0027.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0014.jpg,../unknown_faces\Alvaro_Uribe_0028.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0029.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0030.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0017.jpg,../unknown_faces\Alvaro_Uribe_0031.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0010.jpg,../unknown_faces\Alvaro_Uribe_0032.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0012.jpg,../unknown_faces\Alvaro_Uribe_0033.jpg
Alvaro_Uribe,Alvaro_Uribe,True,../known_faces\Alvaro_Uribe\Alvaro_Uribe_0013.jpg,../unknown_faces\Alvaro_Uribe_0034.jpg
Alvaro_Uribe,Paradorn_Srichaphan,False,../known_faces\Paradorn_Srichaphan\Paradorn_Srichaphan_0004.jpg,../unknown_faces\Alvaro_Uribe_0035.jpg
Al_Davis,Al_Davis,True,../known_faces\Al_Davis\Al_Davis_0001.jpg,../unknown_faces\Al_Davis_0002.jpg
Al_Gore,Al_Gore,True,../known_faces\Al_Gore\Al_Gore_0004.jpg,../unknown_faces\Al_Gore_0005.jpg
Al_Gore,Al_Gore,True,../known_faces\Al_Gore\Al_Gore_0003.jpg,../unknown_faces\Al_Gore_0006.jpg
Al_Gore,Al_Gore,True,../known_faces\Al_Gore\Al_Gore_0004.jpg,../unknown_faces\Al_Gore_0007.jpg
Al_Gore,Al_Gore,True,../known_faces\Al_Gore\Al_Gore_0004.jpg,../unknown_faces\Al_Gore_0008.jpg
Al_Pacino,Al_Pacino,True,../known_faces\Al_Pacino\Al_Pacino_0001.jpg,../unknown_faces\Al_Pacino_0002.jpg
Al_Pacino,Al_Pacino,True,../known_faces\Al_Pacino\Al_Pacino_0001.jpg,../unknown_faces\Al_Pacino_0003.jpg
Al_Sharpton,Al_Sharpton,True,../known_faces\Al_Sharpton\Al_Sharpton_0003.jpg,../unknown_faces\Al_Sharpton_0004.jpg
Al_Sharpton,Al_Sharpton,True,../known_faces\Al_Sharpton\Al_Sharpton_0002.jpg,../unknown_faces\Al_Sharpton_0005.jpg
Al_Sharpton,Al_Sharpton,True,../known_faces\Al_Sharpton\Al_Sharpton_0003.jpg,../unknown_faces\Al_Sharpton_0006.jpg
Al_Sharpton,Al_Sharpton,True,../known_faces\Al_Sharpton\Al_Sharpton_0003.jpg,../unknown_faces\Al_Sharpton_0007.jpg
Amanda_Beard,Amanda_Beard,True,../known_faces\Amanda_Beard\Amanda_Beard_0001.jpg,../unknown_faces\Amanda_Beard_0002.jpg
Amanda_Bynes,Amanda_Bynes,True,../known_faces\Amanda_Bynes\Amanda_Bynes_0001.jpg,../unknown_faces\Amanda_Bynes_0003.jpg
Amanda_Bynes,Amanda_Bynes,True,../known_faces\Amanda_Bynes\Amanda_Bynes_0001.jpg,../unknown_faces\Amanda_Bynes_0004.jpg
Amanda_Coetzer,Amanda_Coetzer,True,../known_faces\Amanda_Coetzer\Amanda_Coetzer_0001.jpg,../unknown_faces\Amanda_Coetzer_0002.jpg
Amber_Tamblyn,Amber_Tamblyn,True,../known_faces\Amber_Tamblyn\Amber_Tamblyn_0001.jpg,../unknown_faces\Amber_Tamblyn_0002.jpg
